1077.377099236642,L1,0.077312,6.272,0,F1,1207959.552,8.0,23.322137404580644
1104.8030534351162,L1,0.155136,13.44,0,F1,2415919.104,16.0,26.64427480916129
1125.160305343514,L1,0.26368,6.912,0,F1,4160749.568,20.0,32.995419847329686
1138.8732824427518,L1,0.302592,28.928,0,F1,4697620.48,32.0,33.28854961832258
1152.161832061073,L1,0.441856,12.544,0,F1,6979321.856,32.0,33.28854961832258
1171.053435114509,L1,0.53504,11.904,0,F1,8455716.864,38.0,45.94198473282722
1171.8351145039235,L1,0.543232,45.696,0,F1,8455716.864,54.0,46.33282442748441
1187.795419847336,L1,0.605696,58.752,0,F1,9395240.96,64.0,46.577099236645154
1201.0839694656572,L1,0.74496,42.432,0,F1,1.1676942336E7,64.0,46.577099236645154
1213.5908396946654,L1,0.876032,27.136,0,F1,1.3824425984E7,64.0,46.577099236645154
1226.8793893129866,L1,1.015296,10.752,0,F1,1.610612736E7,64.0,46.577099236645154
1242.8396946564992,L1,1.07776,21.888,0,F1,1.7045651456E7,74.0,71.8351145038223
1243.6213740459136,L1,1.085952,55.68,0,F1,1.7045651456E7,90.0,72.22595419847949
1244.45190839696,L1,1.094656,64.832,22,F1,1.7045651456E7,107.0,72.61679389313667
1245.2824427481066,L1,1.10336,64.768,23,F1,1.7045651456E7,124.0,73.05648854962601
1264.8580152671914,L1,1.203712,54.016,0,F1,1.8656264192E7,128.0,73.15419847329031
1278.1465648855126,L1,1.342976,37.632,0,F1,2.0937965568E7,128.0,73.15419847329031
1291.4351145038338,L1,1.48224,21.312,0,F1,2.3219666944E7,128.0,73.15419847329031
1303.941984732842,L1,1.613312,6.016,0,F1,2.5367150592E7,128.0,73.15419847329031
1316.2381679389503,L1,1.637376,32.832,0,F1,2.5635586048E7,143.0,73.49618320611535
1317.0687022900968,L1,1.64608,64.512,1,F1,2.5635586048E7,160.0,73.93587786260468
1317.8503816795112,L1,1.654272,65.536,1,F1,2.5635586048E7,176.0,74.32671755726187
1330.9770992366646,L1,1.68704,62.592,0,F1,2.6038239232E7,1.0,74.61984732825476
1343.4839694656728,L1,1.818112,47.296,0,F1,2.818572288E7,1.0,74.61984732825476
1356.772519083994,L1,1.957376,30.912,0,F1,3.0467424256E7,1.0,74.61984732825476
1370.0610687023152,L1,2.09664,14.592,0,F1,3.2749125632E7,1.0,74.61984732825476
1389.0503816794155,L1,2.190848,10.752,0,F1,3.422552064E7,1.0,74.61984732825476
1390.2717557252192,L1,2.203648,34.752,0,F1,3.422552064E7,1.0,74.61984732825476
1391.493129771023,L1,2.216448,58.752,0,F1,3.422552064E7,1.0,74.61984732825476
1411.948091603085,L1,2.326016,51.968,0,F1,3.5970351104E7,3.0,74.61984732825476
1425.2366412214062,L1,2.46528,35.648,0,F1,3.825205248E7,3.0,74.61984732825476
1437.7435114504144,L1,2.596352,20.352,0,F1,4.0399536128E7,3.0,74.61984732825476
1451.0320610687356,L1,2.735616,3.968,0,F1,4.2681237504E7,3.0,74.61984732825476
1462.8885496183573,L1,2.755072,12.864,0,F1,4.2681237504E7,40.0,72.3725190839773
1463.6702290077717,L1,2.763264,46.656,0,F1,4.2681237504E7,56.0,72.3725190839773
1480.363358778665,L1,2.833408,56.768,0,F1,4.3754979328E7,65.0,72.3725190839773
1493.6519083969863,L1,2.972672,40.448,0,F1,4.6036680704E7,65.0,72.3725190839773
1506.1587786259945,L1,3.103744,25.152,0,F1,4.8184164352E7,65.0,72.3725190839773
1519.4473282443157,L1,3.243008,8.768,0,F1,5.0465865728E7,65.0,72.3725190839773
1533.5022900789772,L1,3.285504,35.584,0,F1,5.1136954368E7,34.8428543304712,72.3725190839773
1534.5770992366845,L1,3.296768,62.848,0,F1,5.1136954368E7,1.0,72.3725190839773
1535.7984732824882,L1,3.309568,65.344,3,F1,5.1136954368E7,1.0,72.3725190839773
1552.6870229008102,L1,3.38176,57.856,0,F1,5.2210696192E7,1.0,72.3725190839773
1565.9755725191314,L1,3.521024,41.472,0,F1,5.4492397568E7,1.0,72.3725190839773
1579.2641221374527,L1,3.660288,25.152,0,F1,5.6774098944E7,1.0,72.3725190839773
1591.7709923664609,L1,3.79136,9.856,0,F1,5.8921582592E7,1.0,72.3725190839773
1607.3404580153176,L1,3.849728,17.28,0,F1,5.972688896E7,1.0,72.3725190839773
1608.6106870229535,L1,3.86304,40.192,0,F1,5.972688896E7,2.9,74.76641221375121
1627.4045801527266,L1,3.9552,30.272,0,F1,6.106906624E7,1.0,74.76641221375121
1640.6931297710478,L1,4.094464,13.952,0,F1,6.3350767616E7,1.0,74.76641221375121
1660.3664122137968,L1,4.19584,8.256,0,F1,6.4961380352E7,1.0,74.76641221375121
1672.7603053435707,L1,4.220928,21.504,0,F1,6.509559808E7,1.0,53.46564885496855
1685.267175572579,L1,4.352,6.208,0,F1,6.7243081728E7,1.0,53.46564885496855
1700.1038167939548,L1,4.402688,16.576,0,F1,6.7914170368E7,4.0,39.10229007634007
1722.7572519084595,L1,4.535296,0.96,0,F1,7.0061654016E7,4.485294117647059,39.10229007634007
1747.447328244339,L1,4.584448,13.632,0,F1,7.0732742656E7,5.44206894777127,33.58167938931547
1767.951145038233,L1,4.694528,4.8,0,F1,7.247757312E7,1.0,33.58167938931547
1796.4030534351812,L1,4.783104,1.536,0,F1,7.38197504E7,1.0,34.9496183206129
1823.3404580154354,L1,4.855808,5.248,0,F1,7.4893492224E7,2.5,26.741984732825586
1861.645801526787,L1,4.942848,6.208,0,F1,7.6235669504E7,3.2448275862068963,26.64427480916129
1890.6351145038873,L1,5.037056,3.392,0,F1,7.7712064512E7,3.2448275862068963,26.64427480916129
1929.6732824428198,L1,5.131776,0.448,0,F1,7.918845952E7,3.2448275862068963,26.64427480916129
1956.5618320612418,L1,5.203968,5.248,0,F1,8.0262201344E7,2.5,26.59541984732914
1994.8671755725934,L1,5.291008,6.208,0,F1,8.1604378624E7,3.2448275862068963,26.64427480916129
2023.8564885496937,L1,0.045056,3.392,0,F1,671088.64,3.2448275862068963,26.64427480916129
2062.894656488626,L1,0.139776,0.448,0,F1,2147483.648,3.2448275862068963,26.64427480916129
2089.783206107048,L1,0.211968,5.248,0,F1,3221225.472,2.5,26.59541984732914
2128.0885496183996,L1,0.299008,6.208,0,F1,4563402.752,3.2448275862068963,26.64427480916129
2157.0778625955,L1,0.393216,3.392,0,F1,6039797.76,3.2448275862068963,26.64427480916129
2196.1160305344324,L1,0.487936,0.448,0,F1,7516192.768,3.2448275862068963,26.64427480916129
2223.0045801528545,L1,0.560128,5.248,0,F1,8589934.592,2.5,26.59541984732914
2261.309923664206,L1,0.647168,6.208,0,F1,9932111.872,3.2448275862068963,26.64427480916129
2290.2992366413064,L1,0.741376,3.392,0,F1,1.140850688E7,3.2448275862068963,26.64427480916129
2329.337404580239,L1,0.836096,0.448,0,F1,1.2884901888E7,3.2448275862068963,26.64427480916129
2356.225954198661,L1,0.908288,5.248,0,F1,1.3958643712E7,2.5,26.59541984732914
2394.5312977100125,L1,0.995328,6.208,0,F1,1.5300820992E7,3.2448275862068963,26.64427480916129
2423.520610687113,L1,1.089536,3.392,0,F1,1.6777216E7,3.2448275862068963,26.64427480916129
2462.5587786260453,L1,1.184256,0.448,0,F1,1.8253611008E7,3.2448275862068963,26.64427480916129
2489.4473282444674,L1,1.256448,5.248,0,F1,1.9327352832E7,2.5,26.59541984732914
2527.752671755819,L1,1.343488,6.208,0,F1,2.0669530112E7,3.2448275862068963,26.64427480916129
2556.7419847329193,L1,1.437696,3.392,0,F1,2.214592512E7,3.2448275862068963,26.64427480916129
2595.7801526718517,L1,1.532416,0.448,0,F1,2.3622320128E7,3.2448275862068963,26.64427480916129
2622.668702290274,L1,1.604608,5.248,0,F1,2.4696061952E7,2.5,26.59541984732914
2660.9740458016254,L1,1.691648,6.208,0,F1,2.6038239232E7,3.2448275862068963,26.64427480916129
2689.9633587787257,L1,1.785856,3.392,0,F1,2.751463424E7,3.2448275862068963,26.64427480916129
2729.001526717658,L1,1.880576,0.448,0,F1,2.8991029248E7,3.2448275862068963,26.64427480916129
